word,meaning_short,meaning_raw,tsl rank
highway,(特に都市間を結ぶ)『幹線道路』,"(特に都市間を結ぶ)『幹線道路』,公道 / 《比喩(ひゆ)的に》楽な道",161
respondent,答える,"答える,応答する / 反応する / (特に離婚裁判の)被上訴人,被告,被告人",162
jewelry,宝石類,宝石類,163
overtime,超過勤務[時間] ,"超過勤務[時間] / 超過勤務手当 / (勝負が決まらない時の)延長時間,延長戦 / 超過勤務の / 規定時間外に",164
battery,〈C〉砲兵中隊;砲列,"〈C〉砲兵中隊;砲列,砲台;(軍艦の)備砲 / 〈C〉『電池』,バッテリー / 〈C〉一組みの器具;(関連するものの)一群,一連《+『of』+『名』》 / 〈C〉(野球で)バッテリー(投手と捕手) / 〈U〉(法律用語で)殴打,暴行",165
donate,(…に)…を寄贈する,"(…に)…を寄贈する,寄付する《+『名』+『to』+『名』》 / (…に)寄贈(寄付)する《+『to』+『名』》",166
outstanding,『目立つ』,"『目立つ』,顕著な,傑出して / 残っている,未決の,未払いの",167
skim,〈液体〉から『上澄みを取る』,"〈液体〉から『上澄みを取る』,浮遊物をすくい取る / (液体から)〈浮遊物〉を『すくい取る』,〈上澄み〉を取る《+『名』+『from』(『off』)+『名』》 / …を『ざっと読む』 / 〈水面など〉を『滑るように進む』,かすめて飛ぶ;(水面などすれすれに)…を飛ばす(skip) / 《副詞[句]を伴って》『滑るように進む』,かすめて飛ぶ / (…を)ざっと読む《+『through』(over)+『名』(do『ing』)》 / (牛乳が)脱脂の(skimmed)",168
briefcase,ブリーフケース(書類などを入れるおもに皮製の平たいかばん),ブリーフケース(書類などを入れるおもに皮製の平たいかばん),169
dessert,『デザート』(食事の最後のコースとして出るくだもの・菓子・ナッツなど,"『デザート』(食事の最後のコースとして出るくだもの・菓子・ナッツなど,アメリカではパイやプディングやアイスクリームをよく出す)",170
impact,〈U〉〈C〉(…の…に対する)衝突,"〈U〉〈C〉(…の…に対する)衝突,衝撃《+『of』+『名』+『against』(『on』,『upon』,『with』)+『名』》 / 〈C〉(…の…に対する)影響(influence)影響力《+『of』+『名』+『on』(『upon, against』)+『名』》",171
innovative,革新的な,革新的な,172
inquire,…を『尋ねる』,"…を『尋ねる』,問う / 尋ねる,問い合わせる",173
overnight,『一晩じゅう』,"『一晩じゅう』,夜通し / 一夜のうちに;にわかに,急に / 一晩(一夜) / 夜間の;夜通しの / 小旅行用の,短期宿泊用の",174
venue,行為地(犯罪・不法行為などの発生地) ・現場 ,"行為地(犯罪・不法行為などの発生地) ・現場 / 裁判地(裁判の行われる場所)会合場所; 開催地,予定地; (仕事などの)場所 〈米〉立場、意見 「a change of venue」で「会合場所の変更・ 裁判地の変更」",175
commuter,定期券使用者,"定期券使用者,(郊外からの)通勤者",176
logo,ロゴ,ロゴ,177
newsletter,(定期講読者向けの)時事通信;社報,"(定期講読者向けの)時事通信;社報,公報,回報,PR誌",178
advisor,助言者、顧問,助言者、顧問,179
cartridge,弾薬筒,"弾薬筒,薬包 / (インク・フィルム・レコード用針など差し換えができる)カートリッジ,(録音・録画テープの)カセット",180
cloudy,(空などが)『曇った』 ,"(空などが)『曇った』 / (煙などが)雲のような;(川・水などが)濁った;(大理石などが)曇りのうる / (言葉などが)はっきりしない;(心などが)曇った,陰うつな",181
photographer,写真をとる人,"写真をとる人,(特にプロの)写真家",182
shopper,買物客,買物客,183
tag,(名前・番号・定価などを記した)札,"(名前・番号・定価などを記した)札,下げ札,荷札 / (服などの)切れて垂れ下がった端;(靴ひもなどの)先金 / (特にラテン語引用句の)きまり文句 / =question tag / …に下げ札をつける / (…に)…をつける,加える《+名+on(to)+名》 / 〈人〉に(…の)レッテルをはる《+名+as+名(形)》 / 人の後にくっついて行く《+along》;(人の)すぐ後について行く《+after(behind)+名》 / 鬼ごっこ / (野球で)タッチアウトにすること / (鬼ごっこで)〈相手〉を捕まえる / (野球で)〈ランナー〉をタッチアウトにする《+out+名,+名+out》",184
announcer,知らせる人,"知らせる人,告知者 / (ラジオ・テレビの)『アナウンサー』",185
aspect,〈C〉〈U〉《文》(人の)『顔つき』,"〈C〉〈U〉《文》(人の)『顔つき』,『表情』 / 〈C〉〈U〉(物の)『外観』,『様子』 / 〈C〉(思想・状況・計画などの)『様相』,局面,面 / 〈C〉(家・部屋などの)向き,方向",186
audit,会計検査(監査) ,会計検査(監査) / 決算報告[書] / …の会計検査(監査)をする / 《米》(大学の講義)を聴講する / 会計検査(監査)をする,187
contractor,契約人,"契約人,請負人;建設業者 / 収縮する物;(特に)収縮筋",188
download,ダウンロードする,ダウンロードする,189
password,(敵味方を識別する)合い言葉(watchword),(敵味方を識別する)合い言葉(watchword),190
prohibit,(法律あるいは権威をもって)…を『禁止する』,"(法律あるいは権威をもって)…を『禁止する』,禁ずる(forbid) / 〈物事が〉…を『妨げる』",191
stadium,『競技場』,"『競技場』,スタジアム,球場",192
terminal,『終りの』,"『終りの』,末端の / 毎期の,定期の;学期末の / 『死に至る』 / 末端 / (電池の)端子 / (町の中心に近い)空港バス発着場;(一般に,鉄道・バスの)終点,終着駅",193
weekday,〈C〉(日曜日,"〈C〉(日曜日,時に weekend 以外の)『平日』",194
bonus,ボーナス,"ボーナス,特別手当;特別配当金 / 景品,おまけ / 《話》思いがけない喜び[を与えるもの]",195
cart,(1頭立ての)『二輪車』,"(1頭立ての)『二輪車』,荷馬車,荷車 / 手押し車 / …を積んで運ぶ / (苦労して)〈物〉をかかえて運ぶ / 《話》…を引きずっていく《+『名』+『off』,+『off』+『名』》",196
delicious,『おいしい』 ,"『おいしい』 / 香りのよい / 喜ばしい,快い",197
ink,(筆記用・印刷用)の『インク』 ,"(筆記用・印刷用)の『インク』 / (イカなどの出す)墨 / …をインクで書く(塗る,しるす,汚す)",198
supervise,〈労働者・仕事など〉を監督する,"〈労働者・仕事など〉を監督する,管理する / 監督(管理)する",199
waitress,(レストランなどの)『女給仕人』,"(レストランなどの)『女給仕人』,ウエートレス",200
cleaner,掃除機 ,掃除機 / (また『cleaner's』)クリーニング屋(店) / クリーニングする人;清掃作業員 / 洗剤,201
developer,〈C〉開発者,"〈C〉開発者,啓発者;宅地開発(造成)業者 / 〈U〉(写真の)現像液",202
headquarter,本部を置く(通常はheadquartersで本部),本部を置く(通常はheadquartersで本部),203
shuttle,(織機の)杼(ひ)(縦糸の間を走り横糸を通す器具) ,"(織機の)杼(ひ)(縦糸の間を走り横糸を通す器具) / (ミシンの)シャトル(下糸を入れる器具) / (特に短距離の)定期往復列車(バス,飛行機)便 / …を前後(左右)に動かす,往復させる / 行ったり来たりする,左右に動く",204
stationery,《集合的に》文房具 ,《集合的に》文房具 / (特に)便せん及び封筒類,205
subscribe,(雑誌・切符などを)『予約する』《+to(for)+名》 ,"(雑誌・切符などを)『予約する』《+to(for)+名》 / (…に)『寄付(出資)を約束する』,寄付(出資)する《+to(for)+名》,(…を)寄付する《+for+名》 / (書類などの終りに)署名する《+to+名》 / (…に)同意する,賛成する《+to+名》 / (…に)〈金〉の寄付(支払い)を約束する,を寄付する,支払う《+名+to(for)+名》 / 〈書類〉に署名する;〈自分の名前〉を書く(sign)",206
alike,『同じように』,"『同じように』,等しく(similarly) / (複数の人・物が)似ている(similar)",207
flavor,風味、味,風味、味,208
picnic,『ピクニック』,"『ピクニック』,(野外の食事を伴う)遠足 / 《話》《通例否定文で単数形で用いて》楽な仕事,楽しい時 / ピクニックに行く",209
recipe,(食物・飲物などの)作り方,"(食物・飲物などの)作り方,処方《+『for』+『名』》 / (…の)秘けつ,妙法《+『for』+『名』》",210
refreshment,〈U〉『元気回復』,"〈U〉『元気回復』,気分爽快(そうかい);元気を回復した状態 / 〈C〉『元気を回復させるもの』 / 〈U〉(ばく然と)飲食物;《複数形で》軽い飲食物,軽食",211
administrative,『行政上の』;『管理の』,"『行政上の』;『管理の』,経営の",212
authorize,〈人〉に(…する)権限を与える《+『名』〈人〉+『to』 do》 ,"〈人〉に(…する)権限を与える《+『名』〈人〉+『to』 do》 / 〈物事〉を正式に認可する,公認する;(慣例によって)…を認める",213
commonly,『一般に』,"『一般に』,通例,普通 / 俗に,下品に",214
distribution,〈U〉(…への)『配分』,"〈U〉(…への)『配分』,『分配』,配布,配達《+『to』+『名』》 / 〈U〉分布;分布区域 / 〈C〉配分されたもの,配給品 / 〈U〉(商品の)流通[組織,機構]",215
sofa,『長いす』,"『長いす』,ソファー",216
accommodate,(人などを)宿泊させる,"(人などを)宿泊させる,収容する,適応させる,調停する",217
affordable,手頃な価格の,手頃な価格の,218
annoy,《しばしば受動態で》〈物事が〉…を『困らせる』,"《しばしば受動態で》〈物事が〉…を『困らせる』,悩ませる,いらいらさせる",219
commute,《文》(別のものに)…を振り替える,"《文》(別のものに)…を振り替える,切り替える《+『名』+『to』(『for』)+『名』》 / 〈刑罰・責務など〉を(軽いものに)代える《+『名』+『to』(『into』)+『名』》 / 〈電流〉を整流する / (…間を)定期(回数)券で通勤する《+『between』+『名』》,(…から…まで)定期で通勤する《+『from』+『名』+『to』+『名』》 / (定期券による)通勤",220
coordinate,対等の,"対等の,等位の;(…と)同等の,同位の《+『with』+『名』》 / 同等の人(人物) / (数学の)座標 / 《複数形で》コーディネート(色やデザインを組合せた装い・家具) / 〈各部分〉を調和させる / 調和して動く",221
paperwork,書類仕事,"書類仕事,文書仕事",222
quit,…を『やめる』,"…を『やめる』,『中止する』 / 〈職・地位など〉を『断念する』,『捨てる』,放棄する / 《英では古》〈人・土地など〉から去る / やめる,中止する / 辞職(退職)する / (敗北を認めなどして)断念する / 去る;立ちのく / (…を)免れた,(…から)自由な《+『of』+『名』》",223
